feature,importance
RDkitFP-RDKit::bit1626,0.0006981002
RDkitFP-RDKit::bit1906,0.0006976634
RDkitFP-RDKit::bit939,0.0006976367
RDkitFP-RDKit::bit1485,0.000696999
RDKit2D::SMR_VSA9,0.000696615
RDkitFP-RDKit::bit791,0.0006951618
RDkitFP-RDKit::bit1046,0.0006951128
RDkitFP-RDKit::bit1799,0.00069475826
RDkitFP-RDKit::bit1316,0.00069470546
RDkitFP-RDKit::bit373,0.00069451355
RDkitFP-RDKit::bit1890,0.00069389225
RDkitFP-RDKit::bit1350,0.0006924479
pred_trans340::xgboost,0.00069180434
RDkitFP-RDKit::bit1467,0.0006915694
RDkitFP-RDKit::bit1791,0.0006905217
RDkitFP-RDKit::bit683,0.0006895889
RDkitFP-RDKit::bit561,0.00068932696
RDkitFP-RDKit::bit1237,0.000688632
RDkitFP-RDKit::bit445,0.00068847765
RDkitFP-RDKit::bit729,0.00068816816
RDkitFP-RDKit::bit463,0.00068754435
RDkitFP-RDKit::bit1258,0.0006863456
dyesChromophores::31,0.0006829267
RDkitFP-RDKit::bit466,0.00068233226
RDkitFP-RDKit::bit1776,0.0006811142
RDkitFP-RDKit::bit682,0.0006810235
RDkitFP-RDKit::bit2041,0.0006804866
RDkitFP-RDKit::bit536,0.0006799321
RDkitFP-RDKit::bit297,0.00067909545
RDkitFP-RDKit::bit735,0.00067854417
RDkitFP-RDKit::bit1614,0.0006771819
RDkitFP-RDKit::bit1974,0.0006771578
RDkitFP-RDKit::bit473,0.000676008
RDkitFP-RDKit::bit317,0.0006743666
RDkitFP-RDKit::bit1272,0.0006742996
RDkitFP-RDKit::bit1463,0.0006729207
RDkitFP-RDKit::bit1111,0.00067069614
RDkitFP-RDKit::bit1762,0.00067061
RDkitFP-RDKit::bit515,0.00066988263
RDkitFP-RDKit::bit1416,0.000669254
RDkitFP-RDKit::bit1912,0.00066853326
RDKit2D::fr_bicyclic,0.00066805
RDkitFP-RDKit::bit1571,0.00066742825
RDkitFP-RDKit::bit974,0.0006671344
RDkitFP-RDKit::bit1575,0.00066684
RDkitFP-RDKit::bit759,0.0006645724
RDkitFP-RDKit::bit1863,0.0006645581
RDkitFP-RDKit::bit299,0.00066394266
RDkitFP-RDKit::bit529,0.0006612127
RDkitFP-RDKit::bit1706,0.00066110666
pred_fluo340::xgboost,0.0006610892
RDkitFP-RDKit::bit487,0.0006608299
RDkitFP-RDKit::bit1750,0.0006604771
RDkitFP-RDKit::bit1600,0.00065913267
RDkitFP-RDKit::bit1021,0.00065866957
RDKit2D::NumHDonors,0.0006580241
RDkitFP-RDKit::bit1127,0.00065668277
RDkitFP-RDKit::bit1683,0.0006562728
RDkitFP-RDKit::bit841,0.0006547679
RDkitFP-RDKit::bit1036,0.00065407733
RDkitFP-RDKit::bit425,0.0006540448
pred_fluo340::rf,0.0006537264
RDkitFP-RDKit::bit1066,0.000651489
RDkitFP-RDKit::bit1465,0.00065148395
RDKit2D::fr_sulfone,0.00065099326
RDkitFP-RDKit::bit184,0.00064951763
RDkitFP-RDKit::bit1166,0.00064922473
RDkitFP-RDKit::bit1370,0.0006487988
RDkitFP-RDKit::bit955,0.0006486207
RDkitFP-RDKit::bit975,0.0006478928
RDkitFP-RDKit::bit909,0.0006473534
RDkitFP-RDKit::bit513,0.0006470046
RDkitFP-RDKit::bit227,0.0006468848
RDkitFP-RDKit::bit1440,0.0006468728
RDkitFP-RDKit::bit1334,0.000646463
RDkitFP-RDKit::bit418,0.00064634235
RDkitFP-RDKit::bit1124,0.0006459453
RDkitFP-RDKit::bit994,0.00064551504
RDkitFP-RDKit::bit557,0.0006454081
RDkitFP-RDKit::bit1894,0.00064508576
RDkitFP-RDKit::bit588,0.0006444235
RDkitFP-RDKit::bit829,0.0006436994
RDkitFP-RDKit::bit1261,0.0006436299
RDkitFP-RDKit::bit1887,0.00064311567
RDkitFP-RDKit::bit1024,0.0006421474
RDkitFP-RDKit::bit392,0.0006417584
RDkitFP-RDKit::bit991,0.0006415522
RDkitFP-RDKit::bit1271,0.0006411144
RDkitFP-RDKit::bit854,0.0006409972
RDkitFP-RDKit::bit1480,0.0006395471
RDkitFP-RDKit::bit826,0.00063834083
RDkitFP-RDKit::bit1016,0.00063754496
RDkitFP-RDKit::bit669,0.00063739205
RDkitFP-RDKit::bit457,0.00063631684
RDkitFP-RDKit::bit509,0.0006352951
RDkitFP-RDKit::bit1405,0.00063523906
RDKit2D::ExactMolWt,0.0006337595
RDkitFP-RDKit::bit1827,0.0006336227
RDkitFP-RDKit::bit866,0.0006335088
RDkitFP-RDKit::bit985,0.0006310465
RDkitFP-RDKit::bit1207,0.0006306804
RDkitFP-RDKit::bit1749,0.0006305887
RDkitFP-RDKit::bit1377,0.0006305498
RDkitFP-RDKit::bit1744,0.0006305166
RDkitFP-RDKit::bit1738,0.0006303447
RDkitFP-RDKit::bit226,0.0006295179
RDkitFP-RDKit::bit1208,0.0006269695
RDkitFP-RDKit::bit1884,0.00062689284
RDkitFP-RDKit::bit1659,0.0006265098
RDkitFP-RDKit::bit861,0.0006264185
xtb3::xtb_isotropic_es_Eh,0.0006247267
RDkitFP-RDKit::bit1756,0.0006241703
RDkitFP-RDKit::bit116,0.0006239012
RDkitFP-RDKit::bit1253,0.0006238867
RDkitFP-RDKit::bit1300,0.000623775
RDkitFP-RDKit::bit1541,0.000621936
RDkitFP-RDKit::bit1845,0.00062192307
RDkitFP-RDKit::bit1511,0.00062181096
RDkitFP-RDKit::bit1898,0.00062148314
RDkitFP-RDKit::bit1691,0.0006213655
RDkitFP-RDKit::bit1110,0.0006207631
RDkitFP-RDKit::bit1442,0.0006189166
RDkitFP-RDKit::bit277,0.00061877735
RDkitFP-RDKit::bit677,0.0006186896
RDkitFP-RDKit::bit1927,0.0006147452
RDkitFP-RDKit::bit1954,0.00061329926
RDkitFP-RDKit::bit1385,0.0006131579
RDkitFP-RDKit::bit1473,0.0006130316
RDkitFP-RDKit::bit1937,0.00061284786
RDkitFP-RDKit::bit718,0.00061279774
dyesSimMurcko::22,0.0006127931
RDkitFP-RDKit::bit279,0.0006122824
RDkitFP-RDKit::bit692,0.00061214546
RDkitFP-RDKit::bit366,0.00061125663
RDkitFP-RDKit::bit1685,0.00061117305
RDkitFP-RDKit::bit1595,0.00061001454
